Name,Text,Like,Caption,Post_Category
sam.rahmah,@teman_bus kok bisa sih rute MP - Bandara dihapus?????? Itu rute banyak penumpang loh 😭😭😭,9 likes,"Mahasiswa UNHAS ayo ngacung! Ini dia rute baru yang kamu tunggu-tunggu. Koridor 5, rute Kampus Teknik UNHAS - Kampus UNHAS Tamalanrea resmi beroperasi hari ini!Koridor 2 Makassar juga dapat sentuhan baru nih, buruan cek di aplikasi Mitra Darat sekarang juga ya!Oh iya, ada tambahan info nih buat kamu penumpang Kereta Api Sulawesi Selatan, Kartu Penumpang Layanan Integrasi sudah tidak ada lagi yaa.Tapi jangan khawatir, Teman Bus akan terintegrasi Stasiun Kereta Api Mandai setiap 10-15 menit.Gimana udah siap nyobain rute baru di Makassar? Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat",promosi layanan
tiaamiri,Lewat depan kantor post besar ada gak?,Reply,"Mahasiswa UNHAS ayo ngacung! Ini dia rute baru yang kamu tunggu-tunggu. Koridor 5, rute Kampus Teknik UNHAS - Kampus UNHAS Tamalanrea resmi beroperasi hari ini!Koridor 2 Makassar juga dapat sentuhan baru nih, buruan cek di aplikasi Mitra Darat sekarang juga ya!Oh iya, ada tambahan info nih buat kamu penumpang Kereta Api Sulawesi Selatan, Kartu Penumpang Layanan Integrasi sudah tidak ada lagi yaa.Tapi jangan khawatir, Teman Bus akan terintegrasi Stasiun Kereta Api Mandai setiap 10-15 menit.Gimana udah siap nyobain rute baru di Makassar? Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat",promosi layanan
prasetioelizabeth,"@teman_bus, utk rutenya tolong benar2 yg disinggahi sm teman bus yg di update. Krn utk apa update rute klo haltenya ngak bisa disinggahi. Krn yg dari luar kota blm tentu tahu klo halte tsb tdk bisa disinggahi pdhal di aplikasinya ada nama halte yg mestinya disinggahi.",8 likes,"Mahasiswa UNHAS ayo ngacung! Ini dia rute baru yang kamu tunggu-tunggu. Koridor 5, rute Kampus Teknik UNHAS - Kampus UNHAS Tamalanrea resmi beroperasi hari ini!Koridor 2 Makassar juga dapat sentuhan baru nih, buruan cek di aplikasi Mitra Darat sekarang juga ya!Oh iya, ada tambahan info nih buat kamu penumpang Kereta Api Sulawesi Selatan, Kartu Penumpang Layanan Integrasi sudah tidak ada lagi yaa.Tapi jangan khawatir, Teman Bus akan terintegrasi Stasiun Kereta Api Mandai setiap 10-15 menit.Gimana udah siap nyobain rute baru di Makassar? Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat",promosi layanan
ascornion,"Sedikit saran mungkin Pemprov bisa mengadopsi sistem jaklingko di jakarta biar teman bus dan pete-pete (angkot), tidak lagi mengalami konflik.",6 likes,"Mahasiswa UNHAS ayo ngacung! Ini dia rute baru yang kamu tunggu-tunggu. Koridor 5, rute Kampus Teknik UNHAS - Kampus UNHAS Tamalanrea resmi beroperasi hari ini!Koridor 2 Makassar juga dapat sentuhan baru nih, buruan cek di aplikasi Mitra Darat sekarang juga ya!Oh iya, ada tambahan info nih buat kamu penumpang Kereta Api Sulawesi Selatan, Kartu Penumpang Layanan Integrasi sudah tidak ada lagi yaa.Tapi jangan khawatir, Teman Bus akan terintegrasi Stasiun Kereta Api Mandai setiap 10-15 menit.Gimana udah siap nyobain rute baru di Makassar? Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat",promosi layanan
utamhy,Operasionalnya smape jam brp,Reply,"Mahasiswa UNHAS ayo ngacung! Ini dia rute baru yang kamu tunggu-tunggu. Koridor 5, rute Kampus Teknik UNHAS - Kampus UNHAS Tamalanrea resmi beroperasi hari ini!Koridor 2 Makassar juga dapat sentuhan baru nih, buruan cek di aplikasi Mitra Darat sekarang juga ya!Oh iya, ada tambahan info nih buat kamu penumpang Kereta Api Sulawesi Selatan, Kartu Penumpang Layanan Integrasi sudah tidak ada lagi yaa.Tapi jangan khawatir, Teman Bus akan terintegrasi Stasiun Kereta Api Mandai setiap 10-15 menit.Gimana udah siap nyobain rute baru di Makassar? Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat",promosi layanan
yourultimatesolitude,"Terima kasih bapak ibu yg sudah mendengar suara rakyat Gowa demi terkoneksinya dgn Makassar 🤲🏻🫶🏻. Panjang umur ta, murah rejeki ta, sehat selalu ki aamiin",3 likes,"Mahasiswa UNHAS ayo ngacung! Ini dia rute baru yang kamu tunggu-tunggu. Koridor 5, rute Kampus Teknik UNHAS - Kampus UNHAS Tamalanrea resmi beroperasi hari ini!Koridor 2 Makassar juga dapat sentuhan baru nih, buruan cek di aplikasi Mitra Darat sekarang juga ya!Oh iya, ada tambahan info nih buat kamu penumpang Kereta Api Sulawesi Selatan, Kartu Penumpang Layanan Integrasi sudah tidak ada lagi yaa.Tapi jangan khawatir, Teman Bus akan terintegrasi Stasiun Kereta Api Mandai setiap 10-15 menit.Gimana udah siap nyobain rute baru di Makassar? Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat",promosi layanan
soeltan_sam,Sy di villa mutiara naik dimana ya yg terdekat?? Tolong guys bantu info,Reply,"Mahasiswa UNHAS ayo ngacung! Ini dia rute baru yang kamu tunggu-tunggu. Koridor 5, rute Kampus Teknik UNHAS - Kampus UNHAS Tamalanrea resmi beroperasi hari ini!Koridor 2 Makassar juga dapat sentuhan baru nih, buruan cek di aplikasi Mitra Darat sekarang juga ya!Oh iya, ada tambahan info nih buat kamu penumpang Kereta Api Sulawesi Selatan, Kartu Penumpang Layanan Integrasi sudah tidak ada lagi yaa.Tapi jangan khawatir, Teman Bus akan terintegrasi Stasiun Kereta Api Mandai setiap 10-15 menit.Gimana udah siap nyobain rute baru di Makassar? Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat",promosi layanan
whandy_soiler,Itu arah dari bandara  yg mau naik di sekitar  sudiang belum bisa atau tidak ada??,Reply,"Mahasiswa UNHAS ayo ngacung! Ini dia rute baru yang kamu tunggu-tunggu. Koridor 5, rute Kampus Teknik UNHAS - Kampus UNHAS Tamalanrea resmi beroperasi hari ini!Koridor 2 Makassar juga dapat sentuhan baru nih, buruan cek di aplikasi Mitra Darat sekarang juga ya!Oh iya, ada tambahan info nih buat kamu penumpang Kereta Api Sulawesi Selatan, Kartu Penumpang Layanan Integrasi sudah tidak ada lagi yaa.Tapi jangan khawatir, Teman Bus akan terintegrasi Stasiun Kereta Api Mandai setiap 10-15 menit.Gimana udah siap nyobain rute baru di Makassar? Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat",promosi layanan
beti_pasongli,Rute mp sdh tidak ada lagi ya,Reply,"Mahasiswa UNHAS ayo ngacung! Ini dia rute baru yang kamu tunggu-tunggu. Koridor 5, rute Kampus Teknik UNHAS - Kampus UNHAS Tamalanrea resmi beroperasi hari ini!Koridor 2 Makassar juga dapat sentuhan baru nih, buruan cek di aplikasi Mitra Darat sekarang juga ya!Oh iya, ada tambahan info nih buat kamu penumpang Kereta Api Sulawesi Selatan, Kartu Penumpang Layanan Integrasi sudah tidak ada lagi yaa.Tapi jangan khawatir, Teman Bus akan terintegrasi Stasiun Kereta Api Mandai setiap 10-15 menit.Gimana udah siap nyobain rute baru di Makassar? Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat",promosi layanan
althaf_almarusy,"Semoga tidak ada lagi demo dan penolakan dari pete2, masa pemerintah bisa kalah sama sopir pete2",1 like,"Mahasiswa UNHAS ayo ngacung! Ini dia rute baru yang kamu tunggu-tunggu. Koridor 5, rute Kampus Teknik UNHAS - Kampus UNHAS Tamalanrea resmi beroperasi hari ini!Koridor 2 Makassar juga dapat sentuhan baru nih, buruan cek di aplikasi Mitra Darat sekarang juga ya!Oh iya, ada tambahan info nih buat kamu penumpang Kereta Api Sulawesi Selatan, Kartu Penumpang Layanan Integrasi sudah tidak ada lagi yaa.Tapi jangan khawatir, Teman Bus akan terintegrasi Stasiun Kereta Api Mandai setiap 10-15 menit.Gimana udah siap nyobain rute baru di Makassar? Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat",promosi layanan
mth.1392,"Alhamdulillah terimakasih teman bus, aman, nyaman dan hemat 👏",1 like,"Mahasiswa UNHAS ayo ngacung! Ini dia rute baru yang kamu tunggu-tunggu. Koridor 5, rute Kampus Teknik UNHAS - Kampus UNHAS Tamalanrea resmi beroperasi hari ini!Koridor 2 Makassar juga dapat sentuhan baru nih, buruan cek di aplikasi Mitra Darat sekarang juga ya!Oh iya, ada tambahan info nih buat kamu penumpang Kereta Api Sulawesi Selatan, Kartu Penumpang Layanan Integrasi sudah tidak ada lagi yaa.Tapi jangan khawatir, Teman Bus akan terintegrasi Stasiun Kereta Api Mandai setiap 10-15 menit.Gimana udah siap nyobain rute baru di Makassar? Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat",promosi layanan
bunda_agung_aqmar,"Banyak halte yang disinggahi, tapi *apakah bisa naik penumpang disetiap halte? *, krn kebijakan yg dulu walaupun ada halte tapi tdk bisa naik penumpang karena jalur pete2",1 like,"Mahasiswa UNHAS ayo ngacung! Ini dia rute baru yang kamu tunggu-tunggu. Koridor 5, rute Kampus Teknik UNHAS - Kampus UNHAS Tamalanrea resmi beroperasi hari ini!Koridor 2 Makassar juga dapat sentuhan baru nih, buruan cek di aplikasi Mitra Darat sekarang juga ya!Oh iya, ada tambahan info nih buat kamu penumpang Kereta Api Sulawesi Selatan, Kartu Penumpang Layanan Integrasi sudah tidak ada lagi yaa.Tapi jangan khawatir, Teman Bus akan terintegrasi Stasiun Kereta Api Mandai setiap 10-15 menit.Gimana udah siap nyobain rute baru di Makassar? Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat",promosi layanan
michaelkondengis,Ndak perlu lagi LDR anak Tamalanrea sama Teknik 🫂,3 likes,"Mahasiswa UNHAS ayo ngacung! Ini dia rute baru yang kamu tunggu-tunggu. Koridor 5, rute Kampus Teknik UNHAS - Kampus UNHAS Tamalanrea resmi beroperasi hari ini!Koridor 2 Makassar juga dapat sentuhan baru nih, buruan cek di aplikasi Mitra Darat sekarang juga ya!Oh iya, ada tambahan info nih buat kamu penumpang Kereta Api Sulawesi Selatan, Kartu Penumpang Layanan Integrasi sudah tidak ada lagi yaa.Tapi jangan khawatir, Teman Bus akan terintegrasi Stasiun Kereta Api Mandai setiap 10-15 menit.Gimana udah siap nyobain rute baru di Makassar? Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat",promosi layanan
_erikaramadhani123,Serius kah ini ada di unhas bus,19 likes,"Mahasiswa UNHAS ayo ngacung! Ini dia rute baru yang kamu tunggu-tunggu. Koridor 5, rute Kampus Teknik UNHAS - Kampus UNHAS Tamalanrea resmi beroperasi hari ini!Koridor 2 Makassar juga dapat sentuhan baru nih, buruan cek di aplikasi Mitra Darat sekarang juga ya!Oh iya, ada tambahan info nih buat kamu penumpang Kereta Api Sulawesi Selatan, Kartu Penumpang Layanan Integrasi sudah tidak ada lagi yaa.Tapi jangan khawatir, Teman Bus akan terintegrasi Stasiun Kereta Api Mandai setiap 10-15 menit.Gimana udah siap nyobain rute baru di Makassar? Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat",promosi layanan
an.qonita,"Alhamdulillaaah!!! Semoga yg kembalikan jalur ini bantalnya selalu dingin, harinya selalu bahagia, dan urusannya selalu dilancarkan😭🫶🏽",1 like,"Mahasiswa UNHAS ayo ngacung! Ini dia rute baru yang kamu tunggu-tunggu. Koridor 5, rute Kampus Teknik UNHAS - Kampus UNHAS Tamalanrea resmi beroperasi hari ini!Koridor 2 Makassar juga dapat sentuhan baru nih, buruan cek di aplikasi Mitra Darat sekarang juga ya!Oh iya, ada tambahan info nih buat kamu penumpang Kereta Api Sulawesi Selatan, Kartu Penumpang Layanan Integrasi sudah tidak ada lagi yaa.Tapi jangan khawatir, Teman Bus akan terintegrasi Stasiun Kereta Api Mandai setiap 10-15 menit.Gimana udah siap nyobain rute baru di Makassar? Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat",promosi layanan
fadhilahaldaa,Alhamdulillah balikmi rute gowa 😭🤲,4 likes,"Mahasiswa UNHAS ayo ngacung! Ini dia rute baru yang kamu tunggu-tunggu. Koridor 5, rute Kampus Teknik UNHAS - Kampus UNHAS Tamalanrea resmi beroperasi hari ini!Koridor 2 Makassar juga dapat sentuhan baru nih, buruan cek di aplikasi Mitra Darat sekarang juga ya!Oh iya, ada tambahan info nih buat kamu penumpang Kereta Api Sulawesi Selatan, Kartu Penumpang Layanan Integrasi sudah tidak ada lagi yaa.Tapi jangan khawatir, Teman Bus akan terintegrasi Stasiun Kereta Api Mandai setiap 10-15 menit.Gimana udah siap nyobain rute baru di Makassar? Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat",promosi layanan
ninik_22,"Alhamdulillah, tdi pagi pas jogging di kampus unhas gowa adami bus tayo. Senangnya💕💕",17 likes,"Mahasiswa UNHAS ayo ngacung! Ini dia rute baru yang kamu tunggu-tunggu. Koridor 5, rute Kampus Teknik UNHAS - Kampus UNHAS Tamalanrea resmi beroperasi hari ini!Koridor 2 Makassar juga dapat sentuhan baru nih, buruan cek di aplikasi Mitra Darat sekarang juga ya!Oh iya, ada tambahan info nih buat kamu penumpang Kereta Api Sulawesi Selatan, Kartu Penumpang Layanan Integrasi sudah tidak ada lagi yaa.Tapi jangan khawatir, Teman Bus akan terintegrasi Stasiun Kereta Api Mandai setiap 10-15 menit.Gimana udah siap nyobain rute baru di Makassar? Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat",promosi layanan
diahhh_n,@putri.fjrr,Reply,"Mahasiswa UNHAS ayo ngacung! Ini dia rute baru yang kamu tunggu-tunggu. Koridor 5, rute Kampus Teknik UNHAS - Kampus UNHAS Tamalanrea resmi beroperasi hari ini!Koridor 2 Makassar juga dapat sentuhan baru nih, buruan cek di aplikasi Mitra Darat sekarang juga ya!Oh iya, ada tambahan info nih buat kamu penumpang Kereta Api Sulawesi Selatan, Kartu Penumpang Layanan Integrasi sudah tidak ada lagi yaa.Tapi jangan khawatir, Teman Bus akan terintegrasi Stasiun Kereta Api Mandai setiap 10-15 menit.Gimana udah siap nyobain rute baru di Makassar? Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat",promosi layanan
tri.syahana,@ilmisukni_ gas ulang masa maba kt,Reply,"Mahasiswa UNHAS ayo ngacung! Ini dia rute baru yang kamu tunggu-tunggu. Koridor 5, rute Kampus Teknik UNHAS - Kampus UNHAS Tamalanrea resmi beroperasi hari ini!Koridor 2 Makassar juga dapat sentuhan baru nih, buruan cek di aplikasi Mitra Darat sekarang juga ya!Oh iya, ada tambahan info nih buat kamu penumpang Kereta Api Sulawesi Selatan, Kartu Penumpang Layanan Integrasi sudah tidak ada lagi yaa.Tapi jangan khawatir, Teman Bus akan terintegrasi Stasiun Kereta Api Mandai setiap 10-15 menit.Gimana udah siap nyobain rute baru di Makassar? Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat",promosi layanan
asih_shahab,@daworldoffeb adami rutenya yg dr gowa termasuk pao2..yeayy🥳,2 likes,"Mahasiswa UNHAS ayo ngacung! Ini dia rute baru yang kamu tunggu-tunggu. Koridor 5, rute Kampus Teknik UNHAS - Kampus UNHAS Tamalanrea resmi beroperasi hari ini!Koridor 2 Makassar juga dapat sentuhan baru nih, buruan cek di aplikasi Mitra Darat sekarang juga ya!Oh iya, ada tambahan info nih buat kamu penumpang Kereta Api Sulawesi Selatan, Kartu Penumpang Layanan Integrasi sudah tidak ada lagi yaa.Tapi jangan khawatir, Teman Bus akan terintegrasi Stasiun Kereta Api Mandai setiap 10-15 menit.Gimana udah siap nyobain rute baru di Makassar? Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat",promosi layanan
rzkprtiwi,semoga bisa dinaiki di semua halte karena dulu tdk semua halte bisa dinaiki penumpang,Reply,"Mahasiswa UNHAS ayo ngacung! Ini dia rute baru yang kamu tunggu-tunggu. Koridor 5, rute Kampus Teknik UNHAS - Kampus UNHAS Tamalanrea resmi beroperasi hari ini!Koridor 2 Makassar juga dapat sentuhan baru nih, buruan cek di aplikasi Mitra Darat sekarang juga ya!Oh iya, ada tambahan info nih buat kamu penumpang Kereta Api Sulawesi Selatan, Kartu Penumpang Layanan Integrasi sudah tidak ada lagi yaa.Tapi jangan khawatir, Teman Bus akan terintegrasi Stasiun Kereta Api Mandai setiap 10-15 menit.Gimana udah siap nyobain rute baru di Makassar? Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat",promosi layanan
rendyschebak,Pantas tadi ada bus teman kita dalam unhas👏,6 likes,"Mahasiswa UNHAS ayo ngacung! Ini dia rute baru yang kamu tunggu-tunggu. Koridor 5, rute Kampus Teknik UNHAS - Kampus UNHAS Tamalanrea resmi beroperasi hari ini!Koridor 2 Makassar juga dapat sentuhan baru nih, buruan cek di aplikasi Mitra Darat sekarang juga ya!Oh iya, ada tambahan info nih buat kamu penumpang Kereta Api Sulawesi Selatan, Kartu Penumpang Layanan Integrasi sudah tidak ada lagi yaa.Tapi jangan khawatir, Teman Bus akan terintegrasi Stasiun Kereta Api Mandai setiap 10-15 menit.Gimana udah siap nyobain rute baru di Makassar? Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat",promosi layanan
alfarysi_dwi_putra,"Kenapa tidak dari dulu begini min, api api lah pokoknya",12 likes,"Mahasiswa UNHAS ayo ngacung! Ini dia rute baru yang kamu tunggu-tunggu. Koridor 5, rute Kampus Teknik UNHAS - Kampus UNHAS Tamalanrea resmi beroperasi hari ini!Koridor 2 Makassar juga dapat sentuhan baru nih, buruan cek di aplikasi Mitra Darat sekarang juga ya!Oh iya, ada tambahan info nih buat kamu penumpang Kereta Api Sulawesi Selatan, Kartu Penumpang Layanan Integrasi sudah tidak ada lagi yaa.Tapi jangan khawatir, Teman Bus akan terintegrasi Stasiun Kereta Api Mandai setiap 10-15 menit.Gimana udah siap nyobain rute baru di Makassar? Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat",promosi layanan
dwynbla,"for reall??? dehh thank uuuu, teman bussss😭😭❤️❤️❤️🔥🔥🔥",4 likes,"Mahasiswa UNHAS ayo ngacung! Ini dia rute baru yang kamu tunggu-tunggu. Koridor 5, rute Kampus Teknik UNHAS - Kampus UNHAS Tamalanrea resmi beroperasi hari ini!Koridor 2 Makassar juga dapat sentuhan baru nih, buruan cek di aplikasi Mitra Darat sekarang juga ya!Oh iya, ada tambahan info nih buat kamu penumpang Kereta Api Sulawesi Selatan, Kartu Penumpang Layanan Integrasi sudah tidak ada lagi yaa.Tapi jangan khawatir, Teman Bus akan terintegrasi Stasiun Kereta Api Mandai setiap 10-15 menit.Gimana udah siap nyobain rute baru di Makassar? Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat",promosi layanan
fikrinatam,Makasihh❤️,4 likes,"Mahasiswa UNHAS ayo ngacung! Ini dia rute baru yang kamu tunggu-tunggu. Koridor 5, rute Kampus Teknik UNHAS - Kampus UNHAS Tamalanrea resmi beroperasi hari ini!Koridor 2 Makassar juga dapat sentuhan baru nih, buruan cek di aplikasi Mitra Darat sekarang juga ya!Oh iya, ada tambahan info nih buat kamu penumpang Kereta Api Sulawesi Selatan, Kartu Penumpang Layanan Integrasi sudah tidak ada lagi yaa.Tapi jangan khawatir, Teman Bus akan terintegrasi Stasiun Kereta Api Mandai setiap 10-15 menit.Gimana udah siap nyobain rute baru di Makassar? Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat",promosi layanan
dyanpratiwiramliyusuf,Mantaaappmiii 🔥🔥🔥🔥,3 likes,"Mahasiswa UNHAS ayo ngacung! Ini dia rute baru yang kamu tunggu-tunggu. Koridor 5, rute Kampus Teknik UNHAS - Kampus UNHAS Tamalanrea resmi beroperasi hari ini!Koridor 2 Makassar juga dapat sentuhan baru nih, buruan cek di aplikasi Mitra Darat sekarang juga ya!Oh iya, ada tambahan info nih buat kamu penumpang Kereta Api Sulawesi Selatan, Kartu Penumpang Layanan Integrasi sudah tidak ada lagi yaa.Tapi jangan khawatir, Teman Bus akan terintegrasi Stasiun Kereta Api Mandai setiap 10-15 menit.Gimana udah siap nyobain rute baru di Makassar? Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat",promosi layanan
fadillahoktaviaa,Bisama naik bus ke sudiang wkwk @ferbyanggun @farnyanggireni09,Reply,"Mahasiswa UNHAS ayo ngacung! Ini dia rute baru yang kamu tunggu-tunggu. Koridor 5, rute Kampus Teknik UNHAS - Kampus UNHAS Tamalanrea resmi beroperasi hari ini!Koridor 2 Makassar juga dapat sentuhan baru nih, buruan cek di aplikasi Mitra Darat sekarang juga ya!Oh iya, ada tambahan info nih buat kamu penumpang Kereta Api Sulawesi Selatan, Kartu Penumpang Layanan Integrasi sudah tidak ada lagi yaa.Tapi jangan khawatir, Teman Bus akan terintegrasi Stasiun Kereta Api Mandai setiap 10-15 menit.Gimana udah siap nyobain rute baru di Makassar? Info lebih lanjut hubungi call center Teman Bus#KamiAdaUntukAnda#DownloadMitraDarat",promosi layanan
