Name,Text,Like,Caption,Post_Category
itsme_fillah,jawaban: nyaman & bersih #KUISTEMANBUS @mcmfh_20 @ayasss_20 @ligiirisii,1 like,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
sulaimansikriting,"Karena Aman, Hemat, Bersih #KUISTEMANBUS Yuk joint @florin_oryn @munfas__11 @zidniarini",1 like,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
silahis12,"Karena Aman, Bersih, Hemat #KUISTEMANBUS Yuk joint @ineke_32 @nayya7531 @ririsieimut",1 like,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
ashfiya_humaira,"Karena Aman, Bersih, Hemat #KUISTEMANBUS Yuk joint @aamad1_isan @ovalinarita @munawaroh_hida",1 like,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
lyzelisabebe,"nyaman, bersih dan aman #kuistemanbus @yolandahauw @_magdalenaveraa @bellesihotang",1 like,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
ayasss_20,jawaban: nyaman & bersih #KUISTEMANBUS @mcmfh_20 @yaudah.oyi @fthmfi,1 like,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
ling.ling21_,"Karena sangat nyaman, bersih, hemat, dan aman #KuisTemanBus @hesti_anantaa1 @hanum_mm1 @silahis12",1 like,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
paanglimaaa_1,"Karena sangat nyaman, bersih, hemat, dan aman #KuisTemanBus @sulaimansikriting @dedi_sunann @akid_moza",1 like,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
anandaputra110,"LUAS, NYAMAN, AMAN, CERAH & BERSIH #KUISTEMANBUS @framansyah_ @septianhadisaputra01 @erlian_aha",1 like,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
iisnaini_nur1,"karena lebih hemat, Bersih, Aman dan nyaman  #KuisTemanBus @paanglimaaa @zulfikareee @zahwaaisyah1901",1 like,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
inererestiyawati,"karena lebih hemat, Bersih, Aman dan nyaman banget ✅️ #KuisTemanBus @lulu_saadahh @zahwaaisyah1901 @aisyahhzahir5",1 like,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
keriinnaa,"karena lebih hemat, Bersih, Aman dan nyaman banget #KuisTemanBus @silahis12 @aziya_halwa @zahwaaisyah1901",1 like,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
auliaaaarizqi,Pastinya karena lebih hemat Aman dan nyaman banget ✅️ #KuisTemanBus @zayinudin_ @zidniarini @aisyahhzahir5,1 like,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
aziya_halwa,Pastinya karena lebih hemat Aman dan nyaman banget #KuisTemanBus @halimahbuekiki @dedi_sunann @syaraah_16,1 like,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
nurkadita12,"Aman, nyaman dan Hemat #KuisTemanBus @nayya7531 @haikalcuupu @suci_jabat",1 like,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
uda.hafizzz,"Aman , nyaman , pelayanan ramah , bersih dan tarifnya juga ekonomis #KUISTEMANBUS bismillah  semoga kita beruntung @ulfha_aulia @abangajo03 @uda.hafizzz",1 like,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
uda.hafizzz,"Aman , nyaman , pelayanan ramah , bersih dan tarifnya juga ekonomis #KUISTEMANBUS bismillah  semoga kita beruntung @sharingmorning @yulisvero @dwijuliii",1 like,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
zayinudin_,"Aman, nyaman dan Hemat #KuisTemanBus @sulaimansikriting @fatimahazzahra96_ @sukardadi_",1 like,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
maryam_siti13,Pastinya karena lebih hemat Aman dan nyaman banget #KuisTemanBus @senja_aku20 @zimada19_ @aviana_rosanda,1 like,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
taufik_difabel,"Nyaman, Aman dan Harga Terjangkau ✓ #KUISTEMANBUS @seishunhikaru @endah_wandansari @bangindra_saragih Wish me luck ✓",1 like,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
mea.purwanto,"Bersih, Nyaman, Ekonomis karena lebih irit dari menggunakan transport pribadi, sukses selalu @teman_bus terus pertahankan kualitasnya ya #KUISTEMANBUS @megasantun_c @maritasariii @fitriy_mahrus",1 like,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
nunu_radhitya21,"Yang bikin gagal move on karena nyaman, hemat dan ramah @alfaresky88 @kaa.ikhaaa @bunda_khalisaa #KUISTEMANBUS",2 likes,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
windaaprilliaz,"Jwabannya : Aman, Nyaman dan Bersih #KUISTEMANBUS join yuk @bsantoso92_ @momon.67 @linak_spf",1 like,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
adyarizkia,"Bersih, Nyaman, Harga Terjangkau dan Supir Ramah #KUISTEMANBUS @akbaar.ari @audrisalsabilaa @dafaa.aza",5 likes,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
adeannisafh,"Bersih, Nyaman, Harga Terjangkau dan Supir Ramah @alialexari @reyhan_aliakbar @hernita_syarif #KUISTEMANBUS",3 likes,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
hernita_syarif,"Nyaman, Bersih, Harga Terjangkau dan Supir Ramah @hanifathunnisa @nurcoolice.st @uchiehamzahpermana #KUISTEMANBUS",4 likes,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
khairren_127,"Kenyamanannya, kebersihan, dan ketenangannya. Ramaikan yuk @call_me_lalaaaaaaaa @miggleliv_elf @moon_nanamoon #KUISTEMANBUS semoga Teman Bus semakin jaya ❤️",6 likes,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
